"products_image","products_productName","products_productName_url","products_defaultPrice","products_description"
"https://product.hstatic.net/1000187613/product/img_6238_52e4cc3fee364ed4ba227780f77f700f_large.jpg","Sen đá vàng 3-5cm (bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-vang-3-5cm-bich-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_6163_c1547f42745141ecac1638f9c9fb01d2_large.jpg","Sen viền cỡ lớn 13-15cm","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-vien-do-bui-co-lon-13-15cm","80,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_5561_fc2221ca351543509b0e4d7eebcf89b7_large.jpg","Sen viền tím 13-15cm (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-vien-tim-13-15cm-chau-nhua","80,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_0849_a8bc4ed41576485f9490885c35140d22_large.jpg","Sen bắp cải hàn 11-15cm (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-bap-cai-han-13-15cm-chau-nhua","80,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_5589_1_f44647ac204a4f59b87d80ca62f67eab_large.jpg","Viền tím 4-5cm (chậu nhựa/bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/vien-hong-giong-moi-4-5cm-chau-nhua-bich-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_5008_cac6f99ac30f471e972b13458f65fc1d_large.jpg","Sen đá sedum vàng (bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-sedum-vang-bich-nhua-chau-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_5333_4473b2da4855412092e598aac8e23316_large.jpg","Sen đá tứ phương đỏ (bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-tu-phuong-bich-nhua-chau-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_5372_81fb179fc4a6488886669b81c126bdcb_large.jpg","Sen đá đất trắng (Bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-dat-trang-bich-nhua-chau-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_5210_45bf57fbf32443a394fab20b8b24dc43_large.jpg","Sen kim lam 3-5cm (chậu nhựa/bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-kim-lam-4-5cm-chau-nhua-bich-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_5619_e42135db6e9a43a1b8cf78d3ce0f9bd7_large.jpg","Sen đá sedum đen 2-3cm (Bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-sedum-den-bich-nhua-chau-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_8570_96e52b574b1d414c9902e1a199c0a5dc_large.jpg","Sen viền cam 9-11cm (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-vien-cam-9-11cm-chau-nhua","40,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_1077_29df308ea70a4916a076d032294e2e12_large.jpg","Sen bèo tím 11-13cm (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-beo-tim-co-dai-13-15cm-chau-nhua","80,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_1067_a9eb85b770b64c8285221c961c9cab27_large.jpg","Sen dạ quang 9-11cm (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-quang-bui-9-11cm-chau-nhua-1","40,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_0861_18981753bc8440ba8dfe0bb44e285f9f_large.jpg","Sen đá xanh chậu lớn (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-xanh-bui-lon-chau-nhua","150,000₫",""
"https://product.hstatic.net/1000187613/product/img_0857_d2970fc859b24113bb3b93f6e38670ab_large.jpg","Sen đá đỏ chậu lớn (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-do-bui-lon-chau-nhua","150,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_8616_abc6788b53d44fe797cba6b284772572_large.jpg","Sen ngọc lá ngắn 2-3cm (bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-ngoc-la-ngan-2-3cm-bich-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_2849_f7c3a03cff3b41faa5ca8b349af36a3c_large.jpg","Sen mận đỏ 3-5cm (bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-man-do-3-5cm-bich-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_0813_1302756aaf1d4dada66aca7d1dce6736_large.jpg","Viền đỏ lá nhỏ 3-5cm (bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/vien-do-la-nho-3-5cm-bich-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_0854_83757565c0ec4fe5b6596134ab346874_large.jpg","Sen viền đỏ bụi cỡ lớn 11-13cm (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-vien-do-bui-co-lon-13-15cm-chau-nhua","80,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_2804_ae91e4e49b1945b781bd52cc143bfacc_large.jpg","Sen đất hồng 9-11cm (chậu nhựa/bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-dat-hong-9-11cm-chau-nhua-bich-nhua","40,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_2811_8e68014463a4457da3e13bbb0825b2cb_large.jpg","Sen kim lam 9-11cm (Chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-kim-lam-9-11cm-chau-nhua","40,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_2798_e1b8bd29f37a42dab55c5a7d8f9c3346_large.jpg","Ngọc bích cỡ vừa 9-11cm (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/ngoc-bich-co-vua-chau-nhua","40,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_5635_a5c8c27c34804dbf9b431d0480231d36_large.jpg","Sen đất trắng 9-11cm (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-dat-trang-9-11cm-chau-nhua","40,000₫",""
"https://product.hstatic.net/1000187613/product/img_0786_bd36776ece97441b90d717d14923d9eb_large.jpg","Sen hồng dâu 9-11cm (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-hong-dau-9-11cm-chau-nhua","40,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_1057_1_1cecb1e0cbe04676b0d9918d514ed3e6_large.jpg","Sen viền đỏ 9-11cm (bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-vua-do-co-vua-bich-nhua-chau-nhua","40,000₫",""
"https://product.hstatic.net/1000187613/product/img_5125_75a0f0f8e13144f3a84e3cb564798753_large.jpg","Sen đá hồng phấn 9-11cm (bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-hong-phan-size-lon-bich-nhua-chau-nhua","40,000₫",""
"https://product.hstatic.net/1000187613/product/img_2799_53a16fd1b4b44f9ea27425891b403c36_large.jpg","Sen bèo tím 9-11cm (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-beo-tim-9-11cm-chau-nhua","40,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_2810_2879d5e8ea234744829baf1c9454781a_large.jpg","Sen bánh bao xanh 9-11cm (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-banh-bao-xanh-9-11cm-chau-nhua","40,000₫",""
"https://product.hstatic.net/1000187613/product/img_1060_1_874d1bb12e7d454681df0aaf559e3ce1_large.jpg","Sen kim cương trắng 9-11cm (chậu nhựa/bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-kim-cuong-trang-4-5cm-chau-nhua-bich-nhua","40,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_5126_a83b0cb7e8eb47efbeaa9d395d95ad14_large.jpg","Liên đài trắng 9-11cm (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/hoa-hong-trang-giong-moi-co-lon-chau-nhua","40,000₫",""
"https://product.hstatic.net/1000187613/product/img_2634_91e9c827bb20486580e3954afa720bdd_large.jpg","Sen đá móng rồng (bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-mong-rong-bich-nhua-chau-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_8596_3e95e54f3fe547d98666f606b9f978ed_large.jpg","Sen hồng dâu 3-5cm (bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-hong-dau-3-5cm-bich-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_0862_29248f496f4c4a589e8cbda602eb1cc5_large.jpg","Sen đá vàng chậu lớn (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-vang-bui-lon-chau-nhua","150,000₫",""
"https://product.hstatic.net/1000187613/product/img_2858_c5738cd6d99940a380345a18dc2a2b1f_large.jpg","Sen bèo tím 3-5cm (bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-beo-tim-3-5cm-bich-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_2859_c768aa2bc9b54e7eb8a94aa1b857b67a_large.jpg","Sen rubi hồng 3-5cm (bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-rubi-hong-3-5cm-bich-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_9586_large.jpg","Sen đá mix 3 nhánh ngẫu nhiên (chậu nhựa/bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-mix-3-mau-ngau-nhien-chau-nhua-bich-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_5346_6b7c207418ae41b5ad35360a43d05f55_large.jpg","Sen dạ quang (bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-quang-bich-nhua-chau-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_2821_b2155715950d4f89b5c1231e84ff7dc3_large.jpg","Sen đá hoa hồng trắng (bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-hoa-hong-trang","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_5195_0383bc874fb645a88ad41101881e2a86_large.jpg","Sen đá hồng phấn (bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-hong-phan-bich-nhua-chau-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_2852_ae861160d5ac4564895caa9b13567a36_large.jpg","Liên đài trắng 3-5cm (chậu nhựa/bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/lien-dai-trang-4-5cm-chau-nhua-bich-nhua-1","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_6115_98dc788df7e04493b7b42688020ee063_large.jpg","Sen viền đỏ (bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-vien-do-bich-nhua-chau-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_2820_3eb7cda415734e8ab314b6c373333689_large.jpg","Sen ngọc bích 3-5cm (chậu nhựa/bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-ngoc-bich-nho-chau-nhua-bich-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_5573_ceb832f00615459f9b4d126306e4688d_large.jpg","Sen ngọc thạch trắng 3-5cm (bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-ngoc-thach-trang-3-5cm-bich-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_2569_abd12120a70144fba3b74425990a6425_large.jpg","Kim cương trắng 3-5cm (chậu nhựa/bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/kim-cuong-trang-3-5cm-chau-nhua-bich-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_5601_ff796270aa4a4fe58ae810d7999255df_large.jpg","Sỏi thiên thanh (chậu nhựa/bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/soi-thien-thanh-chau-nhua-bich-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_6898_e546d18ee3c347b48fd524eadd3ebce8_large.jpg","Sen đóa hồng 2-3cm (bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-doa-hong-2-3cm-bich-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_2853_1c63bc2fec0d43278d9b306ca3de8c1f_large.jpg","Sen bánh bao xanh 4-5cm (chậu nhựa/bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-banh-bao-xanh-4-5cm-chau-nhua-bich-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_7504_large.jpg","Sen kim tuyến (bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-kim-tuyen-bich-nhua-chau-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_5609_7b681c27dbea49768dda8c79d4948bff_large.jpg","Sen đất hồng 3-5cm (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-dat-hong-3-5cm-chau-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_6228_fabd9eff5a3048569ca1b813824bc37a_large.jpg","Sen mix 2 loại ngẫu nhiên 3-5cm (chậu nhựa/bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-mix-2-loai-ngau-nhien-3-5cm-chau-nhua-bich-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_5586_3c1d8dada4dd481ea1fb6fc005a819a3_large.jpg","Hoa hồng nâu 9-11cm (Chậu nhựa/bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/hoa-hong-nau-9-11cm-chau-nhua-bich-nhua","40,000₫",""
"https://product.hstatic.net/1000187613/product/img_2640_ac2491acea5246caa09d5b4c50ece4d8_large.jpg","Xương rồng xanh (Bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/xuong-rong-xanh-bich-nhua-chau-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_2994_1def5bd6afea41a6b95eb04919b6e7e8_large.jpg","Sỏi dẹt 3-5cm (bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/soi-det-3-5cm-bich-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_5184_ce1a7e29efcb4123b4480383e46156f5_large.jpg","Sen đá rubi lá ngắn (Bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-rubi-la-ngan-bich-nhua-chau-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_5207_875bb9b6f9924f3585e0fc24fa181a97_large.jpg","Hoa hồng đen lá dài 3-5cm (Chậu nhựa/bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/hoa-hong-den-la-dai-chau-nhua-bich-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_1098_63649b0e37e040dd8bf3edaa0c03cef8_large.jpg","Sen đá phật bà (bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-phat-ba-bich-nhua-chau-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_9448_large.jpg","Sen hồng mập (chậu nhựa/bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-hong-map-chau-nhua-bich-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_0788_757e98f9f5a248dc98718f67f29f3922_large.jpg","Sen kim tuyến 9-11cm (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-kim-tuyen-9-11cm-chau-nhua","40,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_6866_large.jpg","Viền đỏ giống mới bụi 9-11cm (Chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/vien-do-giong-moi-bui-9-11cm-chau-nhua","40,000₫",""
"https://product.hstatic.net/1000187613/product/img_0094_large.jpg","Sen cúc cỡ vừa 9-11cm (chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-cuc-co-vua-9-11cm-chau-nhua","40,000₫","Chưa có mô tả cho sản phẩm này"
"https://product.hstatic.net/1000187613/product/img_2631_8a4ae8c066594bf49abfb9f504039c0d_large.jpg","Sen đá hồng sao (bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-da-hong-sao-bich-nhua-chau-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_5576_60a5a174ed8341dcaa9e793d209d114b_large.jpg","Xương rồng thạch trụ thiên (Bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/xuong-rong-thach-tru-thien-bich-nhua-chau-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_7534_large.jpg","Xương rồng trứng chim (bịch nhựa/chậu nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/xuong-rong-trung-chim-bich-nhua-chau-nhua","15,000₫",""
"https://product.hstatic.net/1000187613/product/img_8580_22426e3462a04660bdaadb7bf3d5a011_large.jpg","Sen hàm cá mập (chậu nhựa/bịch nhựa)","https://www.vuonsenda.vn/collections/cay-trong-bich-nhua-chau-nhua/products/sen-ham-ca-map-chau-nhua-bich-nhua","15,000₫","Chưa có mô tả cho sản phẩm này"
